tag	total	roms	images
Slow Version	1	1	0
Slydeeo and Computer Patience - EU	1	1	0
Small Maze	1	1	0
Smash - NA, Rev 1 - Disc 4	1	1	0
Snake Mania, Mr. Pac, and Bottles - EU	1	1	0
Sniper Fire, Repel, and Chase & Slidy - EU	1	1	0
Soccer	1	0	1
Solitaire, Snake - Large Playfield, and Crossword Edition 3 - EU	1	1	0
Sonic Compilation ~ Sonic Classics	1	0	1
Sony Computer Entertainment Special	1	0	1
Sony Style - No Rounding	1	1	0
Sorbas - 2021	1	1	0
Sos - 2014	1	1	0
Soukan Junbigou Hibaihin	1	0	1
Soul Magician, Patience, and Dotty - EU	1	1	0
Space Invaders! - EU	1	1	0
Space Moguls - 2019	1	1	0
Spec Tiles, Attack Raiders, Inter-Race, and Not Again! - EU	1	1	0
Special	1	0	1
Special CD	1	0	1
Special CD-ROM	1	0	1
Special Fishing Set	1	0	1
Special Limited Pack	1	0	1
Special Pack	1	0	1
Special Version	1	0	1
Special Version 1	1	0	1
Special Version 2	1	0	1
Special-ban	1	0	1
Speeder and Bend Bent - JP	1	1	0
Spellmaster, Parallax, and Starshot - EU	1	1	0
Spring	1	0	1
Springy Thingy and Placer - EU	1	1	0
Sputnik World - 2018	1	1	0
Sputnik World - 2021	1	1	0
Square Soft on PlayStation Previews	1	0	1
Square's Preview Extra	1	0	1
Standalone Game from Tokimeki Memorial - Forever with You - JP	1	1	0
Standard - Dirt	1	1	0
Standard - Quarry	1	1	0
Standard Controller	1	0	1
StarTrekker and Ultimate Warrior - EU	1	1	0
Starbug and Mosaic - EU	1	1	0
Starbyte - 1990	1	1	0
Starshot, Mine, Fortress, EggBum, 3D Maze, Whirlpool, and Black Box - EU	1	1	0
Stax!, SAM the Man, Submarine, and FRED Game - EU	1	1	0
Stocks, Maze Muncher, and Bits and Bobs - EU	1	1	0
Strider Hiryuu	1	0	1
Strider Hiryuu 2	1	0	1
Subgames	1	0	1
Summer	1	0	1
Suntek	1	0	1
Super Action Controller	1	0	1
Super Justice King	1	1	0
Super Man	1	1	0
Super Mario Collection - 25th Anniversary	1	0	1
Super Rally, Super Rally 2, Change, Moonlander, 21 or Bust, Monopoly, Star Cry, Megabert, S.O.S., Pontoon, Snake, and Prince of Persia - EU	1	1	0
Super Robot Wars Complete Box	1	0	1
Super Tank - KR	1	1	0
SuperUFO	1	1	0
Supersoft	1	1	0
Swallower and Cribbage - EU	1	1	0
Sweets for My Sweet and Ice Chicken - EU	1	1	0
Synsoft	1	1	0
System-X - 2021	1	1	0
T-230	1	1	0
T-T3	1	1	0
TJAJ	1	0	1
TJBJ	1	0	1
TJCJ	1	0	1
TJDJ	1	0	1
TJEJ	1	0	1
TMR - 2018	1	1	0
TND - 2020	1	1	0
TND+Blazon - 2023	1	1	0
TNT-Beyond Force - 2010	1	1	0
TOBJ	1	0	1
TRSI - 2011	1	1	0
Tag Anywhere and Features Menu Patches, Rev 5, by Isotarge - NA	1	1	0
Taijing Dadong	1	0	1
Taikenban 1	1	0	1
Taikenban 2	1	0	1
Taisen Sen'you Disc	1	0	1
Tambourine Set	1	0	1
Teddy Boy Blues - JP	1	1	0
Tenpins, Meteor Runner & Vortex	1	1	0
Tentou Jitsuenban	1	0	1
Tentou Shiyuudai-you Disc	1	0	1
Tentou-you Movie Disc	1	0	1
Tentou-you Special CD-ROM	1	0	1
Terror Disc	1	0	1
Test Drive Disc	1	0	1
Tetris, Shanghai, and Soccer Boss - EU	1	1	0
Tetris, Sim Island, and Gods - Demo - EU	1	1	0
The Atom Field Game - EU	1	1	0
The Bugulators, Draconis, and Frog Squad - EU	1	1	0
The Dark Tower - EU	1	1	0
The Documentation	1	0	1
The Dragon	1	1	0
The Edge	1	1	0
The Hermitage and Corya the Warrior-Sage I - Dragon - EU	1	1	0
The Legend of Zelda - Ocarina of Time leftover data	1	0	1
The Lost Tomb of Ananka - EU	1	1	0
The Mojon Twins - 2010	1	1	0
The Number Puzzle, Tycoon, and Tetris - EU	1	1	0
The Rail Game - EU	1	1	0
The Retro Room	1	0	1
The Secret City of Kokos Khan, and SCADS Demo - EU	1	1	0
The Taxman Cometh - EU	1	1	0
The Trader Trilogy - Part 1 - Pegasus, Guess a Tune, and The Tower of Hanoi - EU	1	1	0
The Valley - EU	1	1	0
The Wars of the Roses and The Game of Nim - EU	1	1	0
The Wyrme, Investigations, Clue Crossword, and Pontoon - EU	1	1	0
TheStuffMade - 2022	1	1	0
Theater	1	0	1
Thunderbolt II	1	0	1
Thundervision	1	1	0
Time Crisis + GunCon	1	0	1
Tokusei Premium Disc	1	0	1
Topo Soft	1	1	0
Tower of Doom	1	0	1
Track 39	1	1	0
Track 4	1	1	0
Track 40	1	1	0
Track 41	1	1	0
Track 42	1	1	0
Track 43	1	1	0
Track 44	1	1	0
Track 45	1	1	0
Track 46	1	1	0
Track 47	1	1	0
Track 48	1	1	0
Track 49	1	1	0
Track 50	1	1	0
Track 51	1	1	0
Track 52	1	1	0
Track 53	1	1	0
Track 54	1	1	0
Track 55	1	1	0
Track 56	1	1	0
Track 57	1	1	0
Track 58	1	1	0
Track 59	1	1	0
Track 60	1	1	0
Track 61	1	1	0
Track 62	1	1	0
Track 63	1	1	0
Track 64	1	1	0
Track 65	1	1	0
Track 66	1	1	0
Track 67	1	1	0
Track 68	1	1	0
Track 69	1	1	0
Treasure Island and The Magic Isle - EU	1	1	0
Treasure Island, The Ellisnore Diamond, The Dark Tower, and The Mines of Lithiad - EU	1	1	0
Triltex 2, Puzzled, Maths, and Castle - EU	1	1	0
Triltex and Sim Island - EU	1	1	0
Triltex and The Viking Game - EU	1	1	0
Tringle and StereoMove - EU	1	1	0
TsuriCon Taiouban	1	0	1
Tweaks	1	1	0
Twierdza	1	1	0
U.F.O. - Alien Massacre, Robots, Kaboomy Game from Planet Fip, and Mines - EU	1	1	0
U.S. Version	1	1	0
UBI Soft	1	1	0
UNROM 512	1	1	0
UOROM	1	1	0
Ubi Soft	1	0	1
Un CD Bonus	1	0	1
Under Fire, Battleships, SAM Tetris, Puzzle Slider, Save the Village! - EU	1	1	0
Unreal - 2006	1	1	0
Up the Wall, Solitaire!, and Abo - EU	1	1	0
VR-Disc	1	0	1
VT-3074	1	1	0
VT-3121	1	1	0
VT-327	1	1	0
VT-482	1	1	0
VT302	1	1	0
VT365,NT2057	1	1	0
VT5114,NT2041	1	1	0
VT605	1	0	1
Value 1500	1	0	1
Vector5 Games - 2021	1	1	0
Verkami	1	1	0
Version 1	1	0	1
Version 1 Jugador	1	0	1
Version 2	1	0	1
Version 2 Jugadores	1	0	1
Version 2 Spieler	1	0	1
Version 2.0	1	0	1
Version 2.00S	1	0	1
Version 2.01R	1	0	1
Version 2.01S	1	0	1
Version 2.10	1	0	1
Version 3	1	0	1
Version 5	1	0	1
Version 6	1	0	1
Version 7	1	0	1
Versione 2 Giocatori	1	0	1
Vertical Orientation	1	1	0
VideoGames	1	0	1
Visualize Software - 1995	1	1	0
Vol. 2 - Inochigake no Tabi	1	0	1
Vol. 3 - Watashi ni Sayonara wo	1	0	1
WARNING! WILL TURN ALL COLORS BLACK!!	1	1	0
WQ2006 D	1	1	0
WQ5412	1	1	0
WS-0040	1	1	0
WS-0362	1	1	0
WaterWorks Extra Level, Invaders, and Squarius - EU	1	1	0
WaterWorks, Flip 'n Hell, and Invaders - EU	1	1	0
WaterWorks, The Bugulators, Dyzonium, Spell Master, M-C Demo, Impatience, Parallax, and Frog Squad - EU	1	1	0
Waterworld, Astroball, WordSearch, Panic Attack, and Vegas - EU	1	1	0
Weapons Update	1	1	0
Web Version	1	1	0
Werner Soft - 2022	1	1	0
What's Going On	1	0	1
Whirlygig, Grubbing for Gold, and Connect 4 - EU	1	1	0
Wind and Fang Tu - NA - Disc 2	1	1	0
Windmill and Shapes Puzzle - EU	1	1	0
Winter	1	0	1
With Bugfixes - EU	1	1	0
With Question Editor - EU	1	1	0
Wiz 'n' Liz - EU	1	1	0
WonderWitch	1	0	1
Wop Gamma, Kreuzen, and New York Game - EU	1	1	0
X	1	1	0
X-Sights, Wabbitz, C Mines, Ants, and Sim Brick - EU	1	1	0
XYZ	1	1	0
Xword, Bingo, and Crashout - EU	1	1	0
YOKO	1	1	0
YY-01	1	1	0
YY-030	1	1	0
YY0807	1	1	0
Yahtzee and Memory Game - EU	1	1	0
Yahtzee, Super League, Tower of Hanoi, Pain Game, Horsie, and Invaders - EU	1	1	0
Yahzee or Yacht and Seven Card Poker - EU	1	1	0
Yancheng	1	1	0
Yarudora Series Vol. 1 - Double Cast	1	0	1
Yellow Disc	1	0	1
Yoko	1	0	1
Yokokuban	1	0	1
Ys - The Oath of Felghana	1	1	0
Ys Origin - Hugo	1	1	0
Ys Origin - Yunica	1	1	0
Yumie Island	1	0	1
Yuugi-ban	1	0	1
ZAZ	1	0	1
ZBZ	1	0	1
ZR006	1	1	0
Zeropaige - 2019	1	1	0
Zig-Zag - EU	1	1	0
Zoinks, Captain Cosmic, Nine Card, and Lottery - EU	1	1	0
Zoo Digital	1	0	1
^^; (Japan	1	0	1
aa9d5fd	1	1	0
aka Crazy Coaster	1	1	0
aka Froggee	1	1	0
aka Overlord	1	1	0
aka Pengo	1	1	0
aka Skate Ball	1	1	0
aka Speedboat Race	1	1	0
aka Tournament Snooker	1	1	0
alpham2	1	1	0
alpham2p	1	1	0
androdun	1	1	0
aodk	1	1	0
aof	1	1	0
aof2	1	1	0
aof2a	1	1	0
aof3	1	1	0
aof3k	1	1	0
b2b	1	1	0
bakatono	1	1	0
bangbead	1	1	0
bitbitJAM #3	1	1	0
bjourney	1	1	0
blazstar	1	1	0
boot	1	1	0
bootleg 1	1	1	0
bootleg 2	1	1	0
breakers	1	1	0
breakrev	1	1	0
bstars	1	1	0
bstars2	1	1	0
bstarsh	1	1	0
bugfix	1	1	0
burningf	1	1	0
burningfh	1	1	0
burningfp	1	1	0
burningfpa	1	1	0
canonical off-blacks	1	1	0
cfcb276	1	1	0
columnsn	1	1	0
crswd2bl	1	1	0
crsword	1	1	0
ct2k3sa	1	1	0
ct2k3sp	1	1	0
cthd2003	1	1	0
ctomaday	1	1	0
cyberlip	1	1	0
dev	1	1	0
diggerma	1	1	0
dk'tronics	1	1	0
doubledr	1	1	0
dragonsh	1	1	0
eightman	1	1	0
fatfursp	1	1	0
fatfurspa	1	1	0
fatfury1	1	1	0
fatfury2	1	1	0
fatfury3	1	1	0
fbfrenzy	1	1	0
fightfev	1	1	0
fightfeva	1	1	0
flipshot	1	1	0
frogfest	1	1	0
froman2b	1	1	0
fswords	1	1	0
galaxyfg	1	1	0
ganryu	1	1	0
garou	1	1	0
goalx3	1	1	0
gowcaizr	1	1	0
gpilots	1	1	0
gpilotsh	1	1	0
gururin	1	1	0
ironclado	1	1	0
irrmaze	1	1	0
janshin	1	1	0
jockeygp	1	1	0
jockeygpa	1	1	0
joyjoy	1	1	0
jwarby	1	1	0
k0rn	1	1	0
kabukikl	1	1	0
karnovr	1	1	0
kf10thep	1	1	0
kf2k2mp	1	1	0
kf2k2mp2	1	1	0
kf2k2pla	1	1	0
kf2k2pls	1	1	0
kf2k3bl	1	1	0
kf2k3bla	1	1	0
kf2k3pl	1	1	0
kf2k3upl	1	1	0
kf2k5uni	1	1	0
kizuna	1	1	0
kof2000	1	1	0
kof2000n	1	1	0
kof2001	1	1	0
kof2001h	1	1	0
kof2002	1	1	0
kof2002b	1	1	0
kof2003	1	1	0
kof2003h	1	1	0
kof2k4se	1	1	0
kof94	1	1	0
kof95	1	1	0
kof95a	1	1	0
kof95h	1	1	0
kof96	1	1	0
kof96h	1	1	0
kof97	1	1	0
kof97h	1	1	0
kof97k	1	1	0
kof97oro	1	1	0
kof97pls	1	1	0
kof98	1	1	0
kof98a	1	1	0
kof98ae	1	1	0
kof98h	1	1	0
kof98k	1	1	0
kof98ka	1	1	0
kof99	1	1	0
kof99e	1	1	0
kof99h	1	1	0
kof99k	1	1	0
kof99ka	1	1	0
kof99p	1	1	0
kog	1	1	0
kotm	1	1	0
kotm2	1	1	0
kotm2a	1	1	0
kotm2p	1	1	0
kotmh	1	1	0
lans2004	1	1	0
lastblad	1	1	0
lastbladh	1	1	0
lastbld2	1	1	0
lasthope	1	1	0
lasthpcd	1	1	0
lastsold	1	1	0
lbowling	1	1	0
legendos	1	1	0
lresort	1	1	0
lresortp	1	1	0
magdrop2	1	1	0
magdrop3	1	1	0
maglord	1	1	0
maglordh	1	1	0
mahretsu	1	1	0
malcontent - 2021	1	1	0
marukodq	1	1	0
matrim	1	1	0
matrimbl	1	1	0
miexchng	1	1	0
minasan	1	1	0
moshougi	1	1	0
ms4plus	1	1	0
ms5pcb	1	1	0
ms5plus	1	1	0
mslug	1	1	0
mslug2	1	1	0
mslug2t	1	1	0
mslug3	1	1	0
mslug3b6	1	1	0
mslug3h	1	1	0
mslug4	1	1	0
mslug4h	1	1	0
mslug5	1	1	0
mslug5h	1	1	0
mslugx	1	1	0
mutnat	1	1	0
nam1975	1	1	0
ncombat	1	1	0
ncombath	1	1	0
ncommand	1	1	0
neobombe	1	1	0
neocup98	1	1	0
neodrift	1	1	0
neofight	1	1	0
neomrdo	1	1	0
neothund	1	1	0
ninjamas	1	1	0
nitd	1	1	0
nitdbl	1	1	0
overtop	1	1	0
panicbom	1	1	0
pbobbl2n	1	1	0
pbobblen	1	1	0
pbobblenb	1	1	0
pgoal	1	1	0
pnyaa	1	1	0
popbounc	1	1	0
preisle2	1	1	0
prev	1	1	0
prototype. bootleg	1	1	0
pspikes2	1	1	0
pulstar	1	1	0
pure blacks	1	1	0
puzzldpr	1	1	0
puzzledp	1	1	0
quizdai2	1	1	0
quizdais	1	1	0
quizdaisk	1	1	0
quizkof	1	1	0
quizkofk	1	1	0
r313	1	1	0
ragnagrd	1	1	0
rbff1	1	1	0
rbff1a	1	1	0
rbff1k	1	1	0
rbff2	1	1	0
rbff2h	1	1	0
rbff2k	1	1	0
rbffspec	1	1	0
rbffspeck	1	1	0
ridhero	1	1	0
ridheroh	1	1	0
roboarma	1	1	0
roboarmy	1	1	0
rotd	1	1	0
rotdh	1	1	0
s1945p	1	1	0
samsh5sp	1	1	0
samsh5sph	1	1	0
samsh5spho	1	1	0
samsho	1	1	0
samsho2	1	1	0
samsho2k	1	1	0
samsho2ka	1	1	0
samsho3	1	1	0
samsho3h	1	1	0
samsho4	1	1	0
samsho4k	1	1	0
samsho5	1	1	0
samsho5b	1	1	0
samsho5h	1	1	0
samsho5x	1	1	0
samshoh	1	1	0
savagere	1	1	0
sbp	1	1	0
sdodgeb	1	1	0
sengoku	1	1	0
sengoku2	1	1	0
sengoku3	1	1	0
sengokuh	1	1	0
shocktr2	1	1	0
shocktro	1	1	0
shocktroa	1	1	0
socbrawl	1	1	0
socbrawlh	1	1	0
sonicwi2	1	1	0
sonicwi3	1	1	0
spinmast	1	1	0
ssideki	1	1	0
ssideki2	1	1	0
ssideki3	1	1	0
ssideki4	1	1	0
stakwin	1	1	0
stakwin2	1	1	0
strhoop	1	1	0
superspy	1	1	0
svc	1	1	0
svcboot	1	1	0
svcpcb	1	1	0
svcpcba	1	1	0
svcplus	1	1	0
svcplusa	1	1	0
svcsplus	1	1	0
tetrismn	1	1	0
tophuntr	1	1	0
tophuntrh	1	1	0
totc	1	1	0
tpgolf	1	1	0
trally	1	1	0
turfmast	1	1	0
twinspri	1	1	0
tws96	1	1	0
unenc	1	1	0
v.01	1	1	0
v2.0-alpha12	1	1	0
v2.0-beta1	1	1	0
v2.0-beta2	1	1	0
v2.0-beta3	1	1	0
v2.0-beta4	1	1	0
v2.0-beta5	1	1	0
v2.0-beta6	1	1	0
v2.0-beta7	1	1	0
viewpoin	1	1	0
vliner	1	1	0
vlinero	1	1	0
wakuwak7	1	1	0
wh1	1	1	0
wh1h	1	1	0
wh1ha	1	1	0
wh2	1	1	0
wh2j	1	1	0
whp	1	1	0
with 3D Control Pad	1	0	1
with Color Emphasis disabled	1	1	0
wjamerss	1	1	0
wjammers	1	1	0
zedblade	1	1	0
zintrckb	1	1	0
zupapa	1	1	0
